kingdom,phylum,class,order,family,genus,species,decimalLatitude,decimalLongitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation,reliability_score
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna auriculata,24.832158,72.540503,0.9629629629629628,0.3738317757009345,0.4634146341463415,0.2387730061349693,0.8008849557522124,0.8706624605678234,0.3576388888888889,0.8787878787878788,0.8270676691729323,0.8652849740932642,0.9271523178807948,0.1281684089932693,0.0671277461350691,0.024390243902439,0.4453125,0.0961617829137432,0.048780487804878,0.0449134199134199,0.0137690094533497,0.0721074809621889,0.9638553995372496,0.9759036379916722,0.6666666666666666,0.6923076923076923,0.0064557779212395,0.4914697442219832
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,13.705793,79.594548,0.9495798319327732,0.2232142857142857,0.875,0.0735567060662303,0.7405247813411079,0.9678068410462776,0.1044776119402985,0.8485523385300668,0.9520833333333332,0.8365384615384616,0.9802631578947368,0.3143892222348013,0.3008163265306122,0.0212765957446808,0.4812030075187969,0.2913609072715143,0.154228855721393,0.0819068255687974,0.368990634755463,0.2580156271049441,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.2307692307692307,0.0064791403286978,0.455123990158262
Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,Nymphoides indica,17.725689,73.818914,0.9467787114845938,0.8392857142857143,0.5416666666666666,0.352447005958777,0.9854227405247812,0.7686116700201208,0.6507462686567164,0.9198218262806236,0.95,0.9583333333333334,0.8947368421052632,0.07822936714593,0.0861224489795918,0.0212765957446808,0.6766917293233082,0.088559039359573,0.0348258706467661,0.0275189599133261,0.005411030176899,0.046494005119224,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.0317635903919089,0.5440926514534246
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Basellaceae,Basella,Basella alba,25.100568,82.974431,0.8422391857506362,0.3277310924369748,0.5441176470588235,0.0985744898909904,0.6704225352112676,0.8444022770398482,0.2285714285714285,0.7515923566878981,0.8534136546184738,0.7205882352941176,0.8936605316973415,0.1103475749427347,0.1075464819540649,0.0055555555555555,0.5384615384615384,0.0847308031774051,0.0212418300653594,0.0396169733383402,0.0131195335276967,0.1182660062148109,0.746987911661265,0.7590361501156876,0.6666666666666666,0.3846153846153846,0.1479238754325259,0.4633383388350611
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Coccinia,Coccinia grandis,27.156267,80.693891,0.9516539440203562,0.1512605042016806,0.3676470588235294,0.1953787384701388,0.7436619718309859,0.8994307400379506,0.22,0.881104033970276,0.857429718875502,0.861764705882353,0.9325153374233128,0.1032765660790757,0.0995260663507109,0.0388888888888888,0.5562130177514792,0.0884083553986466,0.0424836601307189,0.0347352609838527,0.005414410662224,0.0718856720918069,0.6506024061776953,0.6265059867191088,0.3333333333333333,0.9230769230769232,0.029757785467128,0.4921274974194026
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum diphyllum,24.479815,74.110909,0.8101851851851852,0.7663551401869159,0.3658536585365853,0.5691413998299801,0.8372093023255814,0.5433333333333333,0.75,0.7992831541218638,0.5340909090909091,0.806282722513089,0.7123745819397993,0.0721856201661415,0.0679414157851912,0.0,0.8203125,0.0918472652218782,0.024390243902439,0.0119047619047619,0.0006166495375128,0.0313297178813703,0.7951806931281792,0.8433734745950935,0.6666666666666666,0.6923076923076923,0.163130943672275,0.5467922208943595
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,Carthamus tinctorius,19.083333,74.840379,0.8757225433526011,0.6238532110091743,0.46,0.3172804532577903,0.875,0.7397849462365591,0.5775075987841946,0.8406113537117904,0.7222222222222222,0.8543689320388349,0.837471783295711,0.1366740309299056,0.1446886446886447,0.1951219512195122,0.5954198473282443,0.1458980044345898,0.1176470588235294,0.0465686274509803,0.0049979175343606,0.1002493919147757,0.7590361501156876,0.7349397306571012,0.3333333333333333,0.7692307692307693,0.1104607250755287,0.5002047226891524
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum,Sorghum bicolor,9.31,78.150002,0.8959537572254336,0.6146788990825688,0.68,0.1840415486307837,0.8170731707317073,0.8279569892473119,0.4049844236760124,0.834061135371179,0.8055555555555556,0.8187702265372169,0.9006772009029346,0.0677846957220325,0.0549450549450549,0.024390243902439,0.3893129770992366,0.055580192165558,0.0490196078431372,0.0124434389140271,0.0068721366097459,0.0612902231537418,0.9518072185330858,0.9759036379916722,1.0,0.2307692307692307,0.1253776435045317,0.5088454278819327
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,Duranta erecta,17.176179,77.282368,0.8244274809160306,0.7757009345794392,0.3555555555555555,0.6051980198019802,0.896551724137931,0.5935960591133005,0.7785016286644951,0.9272300469483568,0.8948948948948949,0.890625,0.6957671957671958,0.0684723067559342,0.0891530460624071,0.1162790697674418,0.6846153846153846,0.0845867460908414,0.1436170212765957,0.0472201066260472,0.0113029182079736,0.0490824059639753,0.746987911661265,0.746987911661265,0.6666666666666666,0.3846153846153846,0.0538689796850034,0.5394840825319337
Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sorghum,Sorghum bicolor,17.33,75.230003,0.9389312977099236,0.3947368421052631,0.6176470588235294,0.0888246807717401,0.7746478873239436,0.9220532319391636,0.22,0.8372591006423983,0.92570281124498,0.8264705882352941,0.967280163599182,0.0611736574673707,0.0481751824817518,0.0388888888888888,0.3424657534246575,0.0420959670297321,0.0441176470588235,0.0240511086057872,0.0337359433569346,0.0556564009476048,0.8192771125867657,0.8915662560620077,1.0,0.2307692307692307,0.0570934256055363,0.49431644459752
