longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
76.380547,32.185509,0.0,0.7777777777777778,0.0,1.0,0.6261682242990654,0.0,1.0,0.43529411764705883,0.0,0.5274725274725275,0.0,0.4490057729313663,0.4176470588235294,0.7,0.6944444444444444,0.4399484536082474,1.0,0.9969879518072289,0.07618261826182618,0.4740319254563507,0.8684210509804807,0.9333333333333333,1.0,0.75,0.7984496124031008
75.191227,33.677417,0.0,1.0,0.08333333333333333,1.0,0.37383177570093457,0.0,1.0,0.0,0.0,0.27472527472527475,0.0,0.015608295916185589,0.0,0.9666666666666667,0.0,0.0,0.7207792207792207,0.07028112449799197,0.06023102310231023,0.14232796150614832,0.8684210509804807,0.9333333333333333,1.0,0.75,1.0
74.787097,34.005094,0.0,1.0,0.08333333333333333,1.0,0.45794392523364486,0.0,1.0,0.0,0.0,0.26373626373626374,0.0,0.0,0.0,0.8,0.0,0.0,0.6233766233766234,0.07730923694779117,0.04317931793179318,0.06957916443901321,0.8684210509804807,0.9333333333333333,1.0,0.75,0.9656419529837251
82.986946,25.267811,0.8482758620689655,1.0,0.1388888888888889,0.7346614696116645,1.0,0.4609053497942387,1.0,1.0,0.8153846153846154,1.0,0.6101694915254238,0.05690200210748156,0.10185706246482837,0.1,0.7857142857142857,0.12090931801149138,0.14935064935064934,0.0321285140562249,0.009625962596259627,0.045940578935308944,0.8157894588243266,0.8266666412353516,1.0,0.4166666666666667,0.056660638939119955
77.7653,33.505,0.0,0.8767123287671232,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.03571428571428571,0.0,0.12987012987012986,0.0,0.007150715071507151,0.0,1.0,0.0,1.0,0.0,1.0
74.34433,34.203933,0.5994236311239193,0.863013698630137,0.15789473684210525,0.8376875323331608,0.5912162162162162,0.5063291139240507,0.7653429602888087,0.2151394422310757,0.5267175572519084,0.6631578947368421,0.49324324324324326,0.12222222222222222,0.061191626409017714,0.9,0.10714285714285714,0.07336635999056382,0.7077922077922078,0.06620553359683795,0.05473047304730473,0.12001813173402141,0.8684210509804807,0.9333333333333333,1.0,0.75,0.2964338781575037
77.645229,12.84326,0.8674351585014409,0.821917808219178,0.7105263157894737,0.14239524055871702,0.7297297297297297,0.8291139240506329,0.36101083032490977,0.7569721115537849,0.8600508905852418,0.775438596491228,0.8716216216216216,0.11638418079096045,0.07139023081052066,0.06666666666666667,0.3482142857142857,0.0823307383816938,0.06493506493506493,0.07608695652173914,0.020077007700770078,0.09240210607064403,0.8157894588243266,0.8400000254313151,1.0,0.4166666666666667,0.1760772659732541
74.396857,34.124894,0.553314121037464,0.7671232876712328,0.10526315789473684,0.8448008277289187,0.5337837837837838,0.47890295358649787,0.7509025270758123,0.14342629482071714,0.49363867684478374,0.6105263157894737,0.4572072072072072,0.12354048964218456,0.05528717122920022,0.8666666666666667,0.03571428571428571,0.06605331446095777,0.6753246753246753,0.09387351778656126,0.05198019801980198,0.15105129188604902,0.8684210509804807,0.9333333333333333,1.0,0.75,0.3486255572065379
74.42922,34.081312,0.5043227665706052,0.6575342465753424,0.05263157894736842,0.8629073978272116,0.46959459459459457,0.4430379746835443,0.7436823104693141,0.2549800796812749,0.455470737913486,0.5543859649122806,0.4144144144144144,0.14350282485875707,0.05636070853462158,0.9333333333333333,0.0,0.07029959896201934,0.7207792207792207,0.1442687747035573,0.056105610561056105,0.19962341783186305,0.8684210509804807,0.9333333333333333,1.0,0.75,0.38800148588410105
74.794427,34.032462,0.579250720461095,0.9315068493150684,0.15789473684210525,0.9044231764097258,0.6216216216216216,0.4873417721518987,0.8303249097472925,0.3745019920318725,0.49872773536895676,0.6666666666666666,0.46621621621621623,0.10546139359698682,0.045625335480407946,0.8,0.017543859649122806,0.05449398443029016,0.6233766233766234,0.09189723320158102,0.043454345434543455,0.14808745074793403,0.8684210509804807,0.9333333333333333,1.0,0.75,0.2964338781575037
80.125364,28.542901,0.8904899135446686,0.9863013698630136,0.23684210526315788,0.6237713398861873,0.9087837837837838,0.7067510548523207,0.7617328519855595,0.9641434262948207,0.7048346055979644,0.9157894736842105,0.7612612612612613,0.22504708097928436,0.19753086419753085,0.16666666666666666,0.7105263157894737,0.22127860344420855,0.2792207792207792,0.475296442687747,0.015126512651265127,0.21615119076676315,0.8684210509804807,0.9333333333333333,1.0,0.75,0.03566121842496285
74.37985,34.20673,0.5850144092219021,0.8356164383561644,0.15789473684210525,0.8440248318675634,0.5743243243243243,0.4978902953586498,0.7617328519855595,0.19123505976095617,0.5165394402035624,0.6491228070175439,0.4797297297297297,0.12222222222222222,0.059044551798174985,0.9,0.10526315789473684,0.07147912243453644,0.7012987012987013,0.07213438735177866,0.0539053905390539,0.12462080267791764,0.8684210509804807,0.9333333333333333,1.0,0.75,0.3042347696879643
77.981343,30.385058,0.8040345821325648,0.9178082191780822,0.21052631578947367,0.6355406104500776,0.8040540540540541,0.6476793248945147,0.7509025270758123,0.8565737051792829,0.6335877862595419,0.8315789473684211,0.6959459459459459,0.36741996233521657,0.3365539452495974,0.5333333333333333,0.7280701754385965,0.35527246992215145,0.7337662337662337,0.7648221343873518,0.0374037403740374,0.38746120854981,0.8684210509804807,0.9333333333333333,1.0,0.75,0.12592867756315007
74.497804,34.268881,0.590778097982709,0.8904109589041096,0.15789473684210525,0.8682100362131402,0.6081081081081081,0.4957805907172996,0.8014440433212996,0.199203187250996,0.5165394402035624,0.6631578947368421,0.481981981981982,0.12203389830508475,0.059044551798174985,0.9333333333333333,0.10526315789473684,0.07265864590705355,0.7272727272727273,0.06719367588932806,0.054455445544554455,0.12685240071132187,0.8684210509804807,0.9333333333333333,1.0,0.75,0.29550520059435365
