longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
86.987902,25.223757,0.7093023255813954,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.06841992730382725,0.031176470588235295,0.03333333333333333,0.5555555555555556,0.075,0.171875,0.18674698795180722,0.005775577557755775,0.0767585732834339,1.0,1.0,1.0,0.75,0.030361757105943153
93.783333,7.083333,0.7558139534883721,0.0,0.8620689655172413,0.0,0.424,1.0,0.0,0.6631578947368421,0.7864077669902912,0.5757575757575758,0.8352941176470589,0.3296985246953175,0.047058823529411764,1.0,0.0,0.09922680412371133,1.0,0.3674698795180723,0.18536853685368537,0.49935079813640876,0.675000011920929,0.6419752548606188,0.5,1.0,0.14599483204134367
77.0,20.0,0.7906976744186046,1.0,0.1724137931034483,0.7499441340782123,1.0,0.23015873015873015,1.0,0.6736842105263158,0.3786407766990291,1.0,0.4,0.042121017746418646,0.04470588235294118,0.05333333333333334,0.7024793388429752,0.07190721649484536,0.05514705882352941,0.10742971887550201,0.0063256325632563256,0.0035133277323760787,0.987500011920929,1.0,1.0,0.25,0.32170542635658916
74.883333,12.866667,0.8604651162790697,0.2631578947368421,0.8275862068965517,0.14033519553072626,0.4551282051282051,0.8888888888888888,0.16,0.6842105263157895,0.8543689320388349,0.7117117117117117,0.8823529411764706,0.6316014539234552,0.5558823529411765,0.0,0.7355371900826446,0.6255154639175258,0.01838235294117647,0.1817269076305221,0.6089108910891089,0.4471473306346903,0.675000011920929,0.6419752548606188,0.3333333333333333,1.0,0.02131782945736434
78.116667,9.933333,1.0,0.618421052631579,0.6896551724137931,0.368268156424581,0.7435897435897436,0.8253968253968254,0.425,0.9052631578947369,0.8543689320388349,0.9279279279279279,0.8823529411764706,0.012828736369467608,0.0,0.18666666666666668,0.30578512396694213,0.002061855670103093,0.16544117647058823,0.07730923694779117,0.05748074807480748,0.0,0.800000011920929,0.7777777646958262,0.6666666666666666,0.4166666666666667,0.09237726098191215
73.441171,18.654613,0.4673913043478261,0.7236842105263158,0.4482758620689655,0.358659217877095,0.5192307692307693,0.2698412698412698,0.6,0.4842105263157895,0.4174757281553398,0.5405405405405406,0.35294117647058826,0.6038058584562754,0.7848324514991182,0.0,1.0,0.6685567010309278,0.0,0.4367469879518072,0.00055005500550055,0.5107719244823387,0.800000011920929,0.8395061568504543,0.6666666666666666,0.75,0.437984496124031
78.183155,29.787975,0.45652173913043476,1.0,0.0,1.0,0.8974358974358975,0.0,1.0,0.9473684210526315,0.7961165048543689,0.9099099099099099,0.0,0.08466966003848621,0.1111111111111111,0.06666666666666667,0.7768595041322314,0.12268041237113401,0.16911764705882354,0.4006024096385542,0.0231023102310231,0.13691382460414128,1.0,1.0,0.6666666666666666,0.75,0.16279069767441862
0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
