longitude,latitude,reliability,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
75.44592690861643,11.87481642783449,0.02256662792247288,0.8674698795180723,0.4888888888888889,0.7368421052631579,0.19863013698630136,0.7115384615384616,0.8780487804878049,0.2553191489361702,0.7647058823529411,0.8681318681318682,0.8850574712643678,0.8875,0.573444515715202,0.5223529411764706,0.1,0.6666666666666666,0.5438144329896907,0.1171875,0.2520080321285141,0.5228272827282728,0.5913649238306667,0.6447368627439908,0.6666666666666666,1.0,0.25,0.0410958904109589
75.78610385853659,11.45467555730034,0.020244819309384487,0.8795180722891566,0.5111111111111111,0.6842105263157895,0.20205479452054795,0.7307692307692307,0.8780487804878049,0.2765957446808511,0.7764705882352941,0.8791208791208791,0.896551724137931,0.9,0.5749412016249733,0.47705882352941176,0.13333333333333333,0.5833333333333334,0.5020618556701031,0.21875,0.30823293172690763,0.49422442244224424,0.5469647094848044,0.6447368627439908,0.6666666666666666,1.0,0.25,0.023287671232876714
75.09153509215804,12.696935253301326,0.032712394765795794,0.7951807228915663,0.4888888888888889,0.631578947368421,0.1910958904109589,0.6634615384615384,0.7804878048780488,0.2872340425531915,0.6941176470588235,0.7912087912087912,0.8045977011494253,0.8125,0.7474877057943126,0.7282352941176471,0.03333333333333333,0.7222222222222222,0.7306701030927835,0.0546875,0.21385542168674698,0.7230473047304731,0.6835336446451811,0.6447368627439908,0.6666666666666666,1.0,0.25,0.06643835616438357
73.36629702415425,16.65298596910197,0.036951825023536666,0.8433734939759037,0.4888888888888889,0.42105263157894735,0.28013698630136985,0.6730769230769231,0.6951219512195121,0.3723404255319149,0.8588235294117647,0.6923076923076923,0.8620689655172413,0.8375,0.5341030575155014,0.5623529411764706,0.0,0.8425925925925926,0.5847938144329897,0.0,0.8232931726907631,0.0016501650165016502,0.379353900329174,0.6447368627439908,0.6666666666666666,1.0,0.25,0.04315068493150685
76.21876924778995,10.87234803082518,0.023398421939130776,0.9156626506024096,0.6444444444444445,0.631578947368421,0.3410958904109589,0.8846153846153846,0.9390243902439024,0.39361702127659576,0.7647058823529411,0.978021978021978,0.9540229885057471,0.9,0.404746632456703,0.30411764705882355,0.03333333333333333,0.46296296296296297,0.31417525773195876,0.2734375,0.2931726907630522,0.4513201320132013,0.40698920615478834,0.6447368627439908,0.6666666666666666,1.0,0.25,0.03493150684931507
73.0406819680444,19.675808336464513,0.07388136079686525,0.8072289156626506,0.9111111111111111,0.10526315789473684,0.947945205479452,0.8269230769230769,0.2804878048780488,0.9042553191489362,0.9764705882352941,0.5054945054945055,0.9425287356321839,0.5625,0.45157152020525976,0.5829411764705882,0.0,0.9629629629629629,0.5056701030927835,0.0,0.3965863453815261,0.000275027502750275,0.37353594120799205,0.8684210509804807,0.9066666920979818,1.0,0.8333333333333334,0.031506849315068496
75.92312511566276,10.996563465155734,0.02287285457958177,0.9036144578313253,0.5111111111111111,0.7894736842105263,0.21232876712328766,0.75,0.9390243902439024,0.24468085106382978,0.7647058823529411,0.9230769230769231,0.9080459770114943,0.9,0.47573230703442376,0.36176470588235293,0.13333333333333333,0.49074074074074076,0.37809278350515463,0.234375,0.3453815261044177,0.5195269526952695,0.4409017836637832,0.7105263372537505,0.6933333079020182,0.5,1.0,0.007534246575342466
76.74681067701576,9.623464473167145,0.03273169571933565,0.8554216867469879,0.5333333333333333,0.8421052631578947,0.07328767123287672,0.7019230769230769,0.8780487804878049,0.24468085106382978,0.8,0.7692307692307693,0.8390804597701149,0.925,0.4793671156724396,0.23,0.7666666666666667,0.23148148148148148,0.28969072164948456,0.9765625,0.45180722891566266,0.08085808580858085,0.4719053816121871,0.6447368627439908,0.6666666666666666,1.0,0.25,0.08082191780821918
73.11280901988029,19.540287092071225,0.07395473524663088,0.8192771084337349,0.9555555555555556,0.10526315789473684,0.9424657534246575,0.8557692307692307,0.2682926829268293,0.9468085106382979,0.9882352941176471,0.5164835164835165,0.9540229885057471,0.575,0.463758819756254,0.5911764705882353,0.0,0.9537037037037037,0.5170103092783506,0.0078125,0.4046184738955823,0.0,0.39504707953762536,0.8157894588243266,0.8400000254313151,1.0,0.4166666666666667,0.038356164383561646
74.81048288733695,13.59388697432039,0.045808431088464774,0.8554216867469879,0.6666666666666666,0.5789473684210527,0.1910958904109589,0.75,0.7195121951219512,0.43617021276595747,0.8,0.8131868131868132,0.8735632183908046,0.9,0.8721402608509728,0.8629411764705882,0.0,0.7685185185185185,0.8667525773195877,0.0234375,0.18373493975903615,0.8679867986798679,0.8558524075633469,0.6447368627439908,0.6666666666666666,1.0,0.25,0.021917808219178082
