longitude,latitude,reliability,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
74.76464273076073,14.114061294704022,0.02027386418074517,0.891213389121339,0.35964912280701755,0.8,0.08471302428256071,0.7608247422680412,0.8699186991869918,0.2222222222222222,0.7759336099585062,0.8818493150684932,0.8013392857142857,0.92,0.36731277533039647,0.5985723997280762,0.0,0.8689655172413793,0.4469441319835021,0.0035460992907801418,0.021217105263157895,0.5984114684230918,0.4942885217711724,0.5783132627024533,0.5783132627024533,0.6666666666666666,0.38461538461538464,0.08537227045514338
78.2360837131156,23.304396364361537,0.02864203911518659,0.9037656903765691,0.6140350877192983,0.42,0.39054451802796175,0.934020618556701,0.7788617886178861,0.6210826210826211,0.8215767634854771,0.898972602739726,0.9129464285714286,0.8486956521739131,0.10766519823788546,0.14004078857919783,0.037037037037037035,0.8068965517241379,0.13323334583177102,0.06382978723404255,0.015625,0.006005424254165052,0.08702327580912608,0.8554216555992573,0.9277107990744993,1.0,0.23076923076923078,0.08326756116811365
92.57264104910047,25.680581707426974,0.015364511363588185,0.8284518828451883,0.41228070175438597,0.54,0.3142016188373804,0.6969072164948453,0.7317073170731707,0.37606837606837606,0.8174273858921162,0.7328767123287672,0.7767857142857143,0.7878260869565218,0.22079295154185022,0.19748470428280082,0.08641975308641975,0.43448275862068964,0.1831021122359705,0.13829787234042554,0.24226973684210526,0.007555211158465711,0.24608487379475527,0.5542168432438668,0.5783132627024533,0.6666666666666666,0.38461538461538464,0.10431465403841095
93.2757437127089,23.73609880003705,0.0166533450283598,0.7719665271966527,0.3157894736842105,0.58,0.21799116997792495,0.6371134020618556,0.7333333333333333,0.2905982905982906,0.7282157676348547,0.7123287671232876,0.6808035714285714,0.7669565217391304,0.17462555066079294,0.14174031271244053,0.12345679012345678,0.3931034482758621,0.1393575803024622,0.1773049645390071,0.1567434210526316,0.009686168151879117,0.1943130872689308,0.6265059867191088,0.6265059867191088,0.6666666666666666,0.6923076923076923,0.18745067087608525
78.82787562804276,30.42128117595081,0.03348943638945323,0.6401673640167364,0.32456140350877194,0.38,0.40544518027961735,0.5731958762886598,0.6016260162601627,0.43304843304843305,0.6369294605809128,0.6284246575342466,0.6071428571428571,0.6139130434782609,0.13497797356828195,0.12338545207341944,0.2345679012345679,0.4,0.1131108611423572,0.45390070921985815,0.09111842105263158,0.045137543587756686,0.21074126389485967,0.6024096247107811,0.6144578057149449,1.0,0.23076923076923078,0.3199158116285188
75.69282866483914,32.76580642163352,0.05363196440517093,0.6150627615062761,0.3333333333333333,0.24,0.5523362766740251,0.5938144329896907,0.5414634146341464,0.5669515669515669,0.6535269709543569,0.6095890410958904,0.6205357142857143,0.5547826086956522,0.12070484581497798,0.08089734874235215,0.30864197530864196,0.19310344827586207,0.07624046994125734,0.48226950354609927,0.08914473684210526,0.06199147617202635,0.2017287969047473,0.9156626180703354,0.0,0.6666666666666666,0.0,0.35622204682978165
94.6158646943072,25.39658000614211,0.021383272972432033,0.7322175732217573,0.4824561403508772,0.58,0.3092347314201619,0.6061855670103092,0.6471544715447154,0.39886039886039887,0.7199170124481328,0.6575342465753424,0.671875,0.711304347826087,0.1428193832599119,0.11556764106050306,0.13580246913580246,0.41379310344827586,0.1191101112360955,0.18439716312056736,0.1580592105263158,0.010073614877954282,0.21562365657434135,0.6265059867191088,0.6265059867191088,0.6666666666666666,0.6923076923076923,0.23783214943435937
86.3165518687494,25.09236054124407,0.024292151182453647,0.9205020920502092,0.5614035087719298,0.42,0.42356512141280356,0.8989690721649485,0.767479674796748,0.5925925925925926,0.8858921161825726,0.791095890410959,0.9107142857142857,0.8382608695652174,0.08599118942731278,0.08259687287559483,0.012345679012345678,0.5862068965517241,0.08598925134358205,0.07092198581560284,0.03042763157894737,0.004649360712901976,0.0837222870478413,0.7951806931281792,0.8192771125867657,0.6666666666666666,0.7692307692307693,0.0285451197053407
75.16013664973748,13.09927174667197,0.017367369004412048,0.9456066945606695,0.2807017543859649,0.84,0.07303164091243561,0.7938144329896907,0.9284552845528455,0.16524216524216523,0.8298755186721992,0.9297945205479452,0.8549107142857143,0.9652173913043478,0.41101321585903083,0.5520054384772264,0.0,0.7103448275862069,0.45219347581552305,0.028368794326241134,0.04128289473684211,0.5980240216970166,0.37675796843333537,0.5903614437066171,0.6024096247107811,0.6666666666666666,0.23076923076923078,0.02578268876611418
77.26597861805966,13.963614493270029,0.015008005666711344,0.9142259414225942,0.543859649122807,0.7,0.1765084621044886,0.8494845360824742,0.8569105691056911,0.36752136752136755,0.8091286307053942,0.8921232876712328,0.8526785714285714,0.9060869565217391,0.04343612334801762,0.04010876954452753,0.012345679012345678,0.4206896551724138,0.03537057867766529,0.024822695035460994,0.014473684210526316,0.007361487795428129,0.03270281889086778,0.7710843311198514,0.7590361501156876,0.6666666666666666,0.38461538461538464,0.1026045777426993
